PLR_NAME,Player,Team ABR,Team,RK,GP,SOLO,AST,TOT,SACK,YDS,TFL,PD,INT,YDS.1,LNG,TD,FF,FR,FTD,Position,College,School,Conference
Byron Cowart,Byron Cowart,CHI,Chicago,506,13,11,10,21,0.5,1,3,0,0,0,0,0,0,0,0,DT,Maryland,Maryland,Big Ten
Josh Butler,Josh Butler,DAL,Dallas,506,5,17,4,21,1.0,0,0,5,0,0,0,0,0,0,0,DB,Michigan State,Michigan,Big Ten
Nick Niemann,Nick Niemann,LAC,LA Chargers,506,11,11,10,21,0.0,0,0,1,0,0,0,0,0,0,0,LB,Iowa,Iowa,Big Ten
Mykal Walker,Mykal Walker,WSH,Washington,506,15,8,13,21,0.0,0,0,0,0,0,0,0,0,1,0,LB,Fresno State,Fresno St.,Mountain West
Jesse Luketa,Jesse Luketa,ARI,Arizona,506,10,12,9,21,3.0,19,4,0,0,0,0,0,1,0,0,LB,Penn State,Penn St.,Big Ten
Jordan Davis,Jordan Davis,PHI,Philadelphia,506,15,12,9,21,1.0,12,2,2,0,0,0,0,0,0,0,DT,Georgia,Georgia,SEC
Christian Roland-Wallace,Christian Roland-Wallace,KC,Kansas City,506,15,14,7,21,0.0,0,2,1,1,0,0,0,1,0,0,DB,Southern California,Southern California,Big Ten
Bryan Bresee,Bryan Bresee,NO,New Orleans,506,14,14,7,21,7.5,41,7,3,0,0,0,0,1,0,0,DT,Clemson,Clemson,ACC
Kaiir Elam,Kaiir Elam,BUF,Buffalo,506,12,14,7,21,0.0,0,2,2,0,0,0,0,0,1,0,DB,Florida,Florida,SEC
Felix Anudike-Uzomah,Felix Anudike,KC,Kansas City,506,15,12,9,21,1.5,4,4,0,0,0,0,0,1,1,0,DE,Kansas State,Kansas,Big 12
Brandon Graham,Brandon Graham,PHI,Philadelphia,519,11,15,5,20,3.5,27,6,2,0,0,0,0,1,0,0,DE,Michigan,Michigan,Big Ten
Tony Jefferson,Tony Jefferson,LAC,LA Chargers,519,6,12,8,20,0.0,0,0,0,0,0,0,0,0,0,0,DB,Oklahoma,Oklahoma,SEC
Nick Vigil,Nick Vigil,DAL,Dallas,519,14,9,11,20,0.0,0,0,0,0,0,0,0,0,0,0,LB,Utah State,Utah,Big 12
Tyquan Lewis,Tyquan Lewis,IND,Indianapolis,519,8,12,8,20,1.5,10,2,0,0,0,0,0,1,0,0,DE,Ohio State,Ohio State,Big Ten
Derek Barnett,Derek Barnett,HOU,Houston,519,14,12,8,20,4.0,17,2,0,0,0,0,0,2,1,1,DE,Tennessee,Tennessee,SEC
Nick McCloud,Nick McCloud,SF/NYG,San Francisco,519,13,12,8,20,0.0,0,1,1,0,0,0,0,0,0,0,DB,Notre Dame,Notre Dame,FBS Independent
Milton Williams,Milton Williams,PHI,Philadelphia,519,15,10,10,20,5.0,36,7,1,0,0,0,0,1,1,0,DT,Louisiana Tech,Louisiana Tech,CUSA
Josh Paschal,Joshua Paschal,DET,Detroit,519,12,14,6,20,2.0,21,5,0,0,0,0,0,0,1,0,DE,Kentucky,Kentucky,SEC
Myles Murphy,Myles Murphy,CIN,Cincinnati,519,11,11,9,20,0.0,0,1,1,0,0,0,0,0,0,0,DE,Clemson,Clemson,ACC
Nick Herbig,Nick Herbig,PIT,Pittsburgh,519,11,12,8,20,4.5,30,4,0,0,0,0,0,4,2,0,LB,Wisconsin,Wisconsin,Big Ten
James Williams,James Williams,TEN,Tennessee,519,11,14,6,20,0.0,0,0,0,0,0,0,0,0,0,0,LB,Miami,Miami (FL),ACC
Austin Booker,Austin Booker,CHI,Chicago,519,15,14,6,20,1.5,3,3,0,0,0,0,0,0,0,0,DE,Kansas,Kansas,Big 12
Jaden Hicks,Jaden Hicks,KC,Kansas City,519,15,16,4,20,0.0,0,2,3,3,50,47,0,0,0,0,DB,Washington State,Washington,Big Ten
Roy Robertson-Harris,Roy Robertson-Harris,SEA/JAX,Seattle,532,15,10,9,19,2.0,11,4,1,0,0,0,0,0,0,0,DT,Texas-El Paso,Texas,SEC
Austin Johnson,Austin Johnson,BUF,Buffalo,532,14,7,12,19,0.5,0,0,2,2,9,5,0,0,0,0,DT,Penn State,Penn St.,Big Ten
Nick Thurman,,CAR,,532,9,6,13,19,0.0,0,1,0,0,0,0,0,0,0,0,,,,
Tre'Davious White,Tre'Davious White,BAL/LAR,Baltimore,532,9,14,5,19,0.0,0,0,5,0,0,0,0,0,0,0,DB,Louisiana State,Louisiana,Sun Belt
Marcus Epps,Marcus Epps,LV,Las Vegas,532,3,16,3,19,0.0,0,2,0,0,0,0,0,0,0,0,DB,Wyoming,Wyoming,Mountain West
Payton Turner,Payton Turner,NO,New Orleans,532,13,9,10,19,2.0,16,3,4,0,0,0,0,2,0,0,DE,Houston,Houston,Big 12
Khyiris Tonga,Khyiris Tonga,ARI,Arizona,532,11,6,13,19,0.0,0,0,0,0,0,0,0,0,0,0,DT,Brigham Young,BYU,Big 12
Josh Newton,Josh Newton,CIN,Cincinnati,532,15,17,2,19,0.0,0,0,6,1,12,12,0,0,0,0,DB,Texas Christian,Texas,SEC
Aidan Hutchinson,Aidan Hutchinson,DET,Detroit,532,5,12,7,19,7.5,55,7,0,0,0,0,0,1,0,0,DE,Michigan,Michigan,Big Ten
Zacch Pickens,Zacch Pickens,CHI,Chicago,532,9,8,11,19,1.0,7,1,0,0,0,0,0,0,0,0,DT,South Carolina,South Carolina,SEC
Dondrea Tillman,Dondrea Tillman,DEN,Denver,532,10,10,9,19,4.0,34,4,0,0,0,0,0,0,0,0,LB,Indiana (PA),Indiana,Big Ten
Brent Urban,Brent Urban,BAL,Baltimore,543,11,8,10,18,0.0,0,0,2,0,0,0,0,0,0,0,DE,Virginia,Virginia,ACC
Sheldon Rankins,Sheldon Rankins,CIN,Cincinnati,543,7,10,8,18,1.0,7,1,0,0,0,0,0,0,0,0,DT,Louisville,Louisville,ACC
DJ Reader,D.J. Reader,DET,Detroit,543,13,10,8,18,3.0,19,4,1,0,0,0,0,0,0,0,DT,Clemson,Clemson,ACC
Kamu Grugier-Hill,Kamu Grugier-Hill,MIN,Minnesota,543,15,11,7,18,0.0,0,0,3,2,5,5,0,0,0,0,LB,Eastern Illinois,Illinois,Big Ten
Jeremy Reaves,Jeremy Reaves,WSH,Washington,543,15,8,10,18,0.0,0,0,0,0,0,0,0,1,0,0,DB,South Alabama,South Alabama,Sun Belt
Johnathan Abram,Jamin Davis,NO,Minnesota Vikings,543,3,10,8,18,0.0,0,0,2,1,30,30,0,0,0,0,LB,Kentucky,Kentucky,SEC
Neville Gallimore,Neville Gallimore,LAR,LA Rams,543,12,6,12,18,0.0,0,0,0,0,0,0,0,0,0,0,DT,Oklahoma,Oklahoma,SEC
Broderick Washington,Broderick Washington,BAL,Baltimore,543,13,8,10,18,2.0,10,1,2,0,0,0,0,1,0,0,DT,Texas Tech,Texas Tech,Big 12
Chris Williams,Chris Williams,CHI,Chicago,543,15,16,2,18,3.0,26,3,0,0,0,0,0,0,0,0,DT,Wagner,,
Benito Jones,Benito Jones,MIA,Miami,543,15,8,10,18,0.0,0,3,0,0,0,0,0,0,0,0,DT,Mississippi,Mississippi St.,SEC
Ja'Marcus Ingram,Ja'Marcus Ingram,BUF,Buffalo,543,15,13,5,18,1.0,8,1,4,2,56,31,1,0,0,0,DB,Buffalo,Buffalo,MAC
Jamin Davis,Jamin Davis,MIN/WSH,Minnesota,543,9,12,6,18,1.0,6,2,0,0,0,0,0,0,0,0,LB,Kentucky,Kentucky,SEC
Baron Browning,Baron Browning,ARI/DEN,Arizona,543,11,10,8,18,2.0,7,5,0,0,0,0,0,0,0,0,LB,Ohio State,Ohio State,Big Ten
Winston Reid,Winston Reid,CLE,Cleveland,543,14,10,8,18,0.5,3,1,2,0,0,0,0,0,1,0,LB,Weber State,,
Yetur Gross-Matos,Yetur Gross-Matos,SF,San Francisco,543,9,13,5,18,4.0,24,5,0,0,0,0,0,0,0,0,DE,Penn State,Penn St.,Big Ten
Yasir Abdullah,Yasir Abdullah,JAX,Jacksonville,543,12,14,4,18,0.0,0,0,0,0,0,0,0,0,0,0,LB,Louisville,Louisville,ACC
Devonte Wyatt,Devonte Wyatt,GB,Green Bay,543,11,13,5,18,4.0,25,7,0,0,0,0,0,0,2,0,DT,Georgia,Georgia,SEC
JD Bertrand,JD Bertrand,ATL,Atlanta,543,11,13,5,18,0.0,0,0,0,0,0,0,0,0,0,0,LB,Notre Dame,Notre Dame,FBS Independent
Cedric Gray,Cedric Gray,TEN,Tennessee,543,5,12,6,18,0.0,0,0,0,0,0,0,0,0,0,0,LB,North Carolina,North Carolina,ACC
Dallas Turner,Dallas Turner,MIN,Minnesota,543,14,10,8,18,2.0,13,2,1,1,4,4,0,0,0,0,LB,Alabama,Alabama,SEC
Cameron Mitchell,Cameron Mitchell,CLE,Cleveland,543,15,13,5,18,0.0,0,1,1,0,0,0,0,0,0,0,DB,Northwestern,Northwestern,Big Ten
Trevor Nowaske,Trevor Nowaske,DET,Detroit,543,12,12,6,18,2.0,8,2,1,1,8,8,0,0,0,0,LB,Saginaw Valley State,NC State,ACC
Linval Joseph,Linval Joseph,DAL,Dallas,565,15,7,10,17,2.0,20,2,0,0,0,0,0,1,0,0,DT,East Carolina,East Carolina,The American
C.J. Mosley,C.J. Mosley,NYJ,NY Jets,565,4,13,4,17,0.0,0,0,0,0,0,0,0,0,0,0,LB,Alabama,Alabama,SEC
Michael Pierce,Michael Pierce,BAL,Baltimore,565,9,6,11,17,2.0,16,1,1,0,0,0,0,0,0,0,DT,Samford,Stanford,ACC
Chidobe Awuzie,Chidobe Awuzie,TEN,Tennessee,565,6,10,7,17,0.0,0,0,3,1,8,8,0,0,0,0,DB,Colorado,Colorado,Big 12
Taven Bryan,Taven Bryan,IND,Indianapolis,565,15,10,7,17,1.0,7,3,1,0,0,0,0,0,1,0,DT,Florida,Florida,SEC
Christian Wilkins,Christian Wilkins,LV,Las Vegas,565,5,11,6,17,2.0,15,2,0,0,0,0,0,0,0,0,DT,Clemson,Clemson,ACC
Luke Masterson,Luke Masterson,LV,Las Vegas,565,4,10,7,17,0.0,0,0,0,0,0,0,0,0,0,0,LB,Wake Forest,Wake Forest,ACC
Marco Wilson,Marco Wilson,CIN/NE,Cincinnati,565,14,10,7,17,0.0,0,0,2,0,0,0,0,0,0,0,DB,Florida,Florida,SEC
Zach Carter,Zachary Carter,LV/CIN,Las Vegas,565,10,10,7,17,1.5,1,0,0,0,0,0,0,0,0,0,DT,Florida,Florida,SEC
Phidarian Mathis,Phidarian Mathis,WSH,Washington,565,12,8,9,17,0.0,0,2,1,0,0,0,0,0,0,0,DT,Alabama,Alabama,SEC
Robert Beal Jr.,Robert Beal,SF,San Francisco,565,14,11,6,17,0.0,0,0,0,0,0,0,0,0,0,0,DE,Georgia,Georgia,SEC
Terell Smith,Terell Smith,CHI,Chicago,565,12,13,4,17,0.0,0,0,3,1,23,23,0,0,0,0,DB,Minnesota,Minnesota,Big Ten
Karl Brooks,Karl Brooks,GB,Green Bay,565,14,9,8,17,2.5,18,2,1,0,0,0,0,1,2,0,DE,Bowling Green,Bowling Green,MAC
Otis Reese IV,Otis Reese,TEN,Tennessee,565,13,8,9,17,0.0,0,1,1,1,2,2,0,0,0,0,LB,Mississippi,Mississippi St.,SEC
Chris Braswell,Chris Braswell,TB,Tampa Bay,565,15,10,7,17,0.5,5,0,0,0,0,0,0,0,0,0,LB,Alabama,Alabama,SEC
Jaquelin Roy,Jaquelin Roy,NE,New England,565,6,12,5,17,2.0,12,3,0,0,0,0,0,0,0,0,DT,Louisiana State,Louisiana,Sun Belt
Maurice Hurst II,Maurice Hurst,CLE,Cleveland,581,8,9,7,16,0.5,3,4,0,0,0,0,0,0,0,0,DT,Michigan,Michigan,Big Ten
George Odum,George Odum,SF,San Francisco,581,12,14,2,16,0.0,0,0,4,0,0,0,0,0,0,0,DB,Central Arkansas,Kansas,Big 12
Oren Burks,Oren Burks,PHI,Philadelphia,581,15,10,6,16,0.0,0,0,1,0,0,0,0,1,0,0,LB,Vanderbilt,Vanderbilt,SEC
Jaire Alexander,Jaire Alexander,GB,Green Bay,581,7,15,1,16,0.0,0,0,7,2,52,35,1,0,1,0,DB,Louisville,Louisville,ACC
Dane Jackson,Dane Jackson,CAR,Carolina,581,7,12,4,16,0.0,0,1,1,0,0,0,0,0,0,0,DB,Pittsburgh,Pittsburgh,ACC
Isaiah Simmons,Isaiah Simmons,NYG,NY Giants,581,15,11,5,16,0.0,0,0,1,0,0,0,0,1,0,0,LB,Clemson,Clemson,ACC
Isaiahh Loudermilk,Isaiahh Loudermilk,PIT,Pittsburgh,581,15,10,6,16,0.0,0,0,1,0,0,0,0,0,0,0,DT,Wisconsin,Wisconsin,Big Ten
Jordan Elliott,Jordan Elliott,SF,San Francisco,581,13,12,4,16,0.0,0,2,0,0,0,0,0,0,0,0,DT,Missouri,Missouri,SEC
Tommy Togiai,Tommy Togiai,HOU,Houston,581,6,6,10,16,1.0,9,2,2,0,0,0,0,0,0,0,DT,Ohio State,Ohio State,Big Ten
Israel Mukuamu,Israel Mukuamu,DAL,Dallas,581,15,11,5,16,0.0,0,0,2,2,20,15,0,0,0,0,DB,South Carolina,South Carolina,SEC
Cam Smith,Cam Smith,MIA,Miami,581,6,13,3,16,0.0,0,0,0,0,0,0,0,0,0,0,DB,South Carolina,South Carolina,SEC
D'Anthony Bell,D'Anthony Bell,CLE,Cleveland,581,15,8,8,16,0.0,0,1,0,0,0,0,0,0,0,0,DB,West Florida,Florida,SEC
Pat O'Connor,Pat O'Connor,DET,Detroit,593,10,4,11,15,1.0,12,2,0,0,0,0,0,0,0,0,DE,Eastern Michigan,Michigan,Big Ten
Dawuane Smoot,Dawuane Smoot,BUF,Buffalo,593,9,11,4,15,1.5,2,4,1,0,0,0,0,2,0,0,DE,Illinois,Illinois,Big Ten
Jonathan Allen,Jonathan Allen,WSH,Washington,593,6,13,2,15,2.0,7,2,0,0,0,0,0,0,0,0,DT,Alabama,Alabama,SEC
Avonte Maddox,Avonte Maddox,PHI,Philadelphia,593,15,7,8,15,0.0,0,0,5,0,0,0,0,0,0,0,DB,Pittsburgh,Pittsburgh,ACC
Demetrius Flannigan-Fowles,Demetrius Flannigan-Fowles,SF,San Francisco,593,11,9,6,15,0.0,0,1,2,1,0,0,0,0,0,0,LB,Arizona,Arizona,Big 12
Cam Gill,Cam Gill,CAR,Carolina,593,8,4,11,15,0.0,0,0,0,0,0,0,0,0,0,0,LB,Wagner,,
K'Von Wallace,K'Von Wallace,SEA,Seattle,593,9,9,6,15,0.0,0,0,0,0,0,0,0,1,0,0,DB,Clemson,Clemson,ACC
Joshua Uche,Josh Uche,KC/NE,Kansas City,593,12,12,3,15,2.0,11,2,0,0,0,0,0,0,0,0,LB,Michigan,Michigan,Big Ten
Julian Okwara,Julian Okwara,ARI,Arizona,593,11,8,7,15,0.0,0,2,1,0,0,0,0,0,0,0,LB,Notre Dame,Notre Dame,FBS Independent
Jaylon Jones,Jaylon Jones,CHI,Chicago,593,8,13,2,15,0.0,0,0,2,0,0,0,0,0,0,0,DB,Mississippi,Mississippi St.,SEC
Jaylon Jones,Jaylon Jones,CHI,Indianapolis,593,8,13,2,15,0.0,0,0,2,0,0,0,0,0,0,0,DB,Texas A&M,Texas A&M,SEC
James Lynch,James Lynch,TEN,Tennessee,593,15,3,12,15,0.0,0,1,2,0,0,0,0,0,0,0,DT,Baylor,Baylor,Big 12
Jordan Jackson,Jordan Jackson,DEN,Denver,593,15,2,13,15,0.0,0,0,0,0,0,0,0,0,0,0,DT,Air Force,Air Force,Mountain West
Jalen Redmond,Jalen Redmond,MIN,Minnesota,593,11,10,5,15,1.0,7,6,2,0,0,0,0,0,0,0,DE,Oklahoma,Oklahoma,SEC
Isaiah Foskey,Isaiah Foskey,NO,New Orleans,593,14,4,11,15,0.0,0,0,0,0,0,0,0,0,0,0,DE,Notre Dame,Notre Dame,FBS Independent
Elijah Chatman,Elijah Chatman,NYG,NY Giants,593,15,9,6,15,1.0,10,2,0,0,0,0,0,0,1,0,DT,Southern Methodist,Ga. Southern,Sun Belt
Christian Harris,Christian Harris,HOU,Houston,593,2,9,6,15,1.0,9,1,0,0,0,0,0,0,0,0,LB,Alabama,Alabama,SEC
Jalyx Hunt,Jalyx Hunt,PHI,Philadelphia,593,14,8,7,15,1.5,13,0,1,0,0,0,0,2,0,0,LB,Houston Baptist,Houston,Big 12
Von Miller,Von Miller,BUF,Buffalo,610,11,10,4,14,4.0,31,5,0,0,0,0,0,0,0,0,LB,Texas A&M,Texas A&M,SEC
DeMarcus Lawrence,Demarcus Lawrence,DAL,Dallas,610,4,7,7,14,3.0,20,4,0,0,0,0,0,1,0,0,DE,Boise State,Boise St.,Mountain West
Ty Summers,Ty Summers,NYG,NY Giants,610,14,8,6,14,0.0,0,1,0,0,0,0,0,0,0,0,LB,Texas Christian,Texas,SEC
Jalyn Holmes,Jalyn Holmes,WSH/NYJ,Washington,610,14,9,5,14,2.0,11,4,0,0,0,0,0,0,0,0,DT,Ohio State,Ohio State,Big Ten
Casey Toohill,Casey Toohill,BUF,Buffalo,610,13,9,5,14,1.0,8,2,1,0,0,0,0,0,1,0,DE,Stanford,Stanford,ACC
Khalil Dorsey,Khalil Dorsey,DET,Detroit,610,14,8,6,14,0.0,0,1,2,0,0,0,0,0,0,0,DB,Northern Arizona,Arizona,Big 12
Kindle Vildor,Kindle Vildor,DET,Detroit,610,15,10,4,14,0.0,0,0,2,0,0,0,0,0,0,0,DB,Georgia Southern,Georgia,SEC
Raekwon Davis,Raekwon Davis,IND,Indianapolis,610,15,7,7,14,0.0,0,1,1,0,0,0,0,0,0,0,DT,Alabama,Alabama,SEC
D'Marco Jackson,D'Marco Jackson,NO,New Orleans,610,10,8,6,14,0.0,0,0,0,0,0,0,0,0,0,0,LB,Appalachian State,NC State,ACC
Theo Jackson,Theo Jackson,MIN,Minnesota,610,15,9,5,14,0.0,0,0,3,1,3,3,0,0,0,0,DB,Tennessee,Tennessee,SEC
John Ridgeway III,John Ridgeway,NO,New Orleans,610,11,7,7,14,0.0,0,1,0,0,0,0,0,0,0,0,DT,Arkansas,Arkansas,SEC
Jay Tufele,Jay Tufele,CIN,Cincinnati,610,11,5,9,14,0.5,1,1,1,0,0,0,0,0,0,0,DT,Southern California,Southern California,Big Ten
Tavierre Thomas,Tavierre Thomas,TB,Tampa Bay,610,15,8,6,14,0.0,0,0,0,0,0,0,0,0,0,0,DB,Ferris State,NC State,ACC
Tyrek Funderburk,Tyrek Funderburk,TB,Tampa Bay,610,11,10,4,14,0.0,0,0,1,0,0,0,0,1,0,0,DB,Appalachian State,NC State,ACC
Maason Smith,Maason Smith,JAX,Jacksonville,610,9,8,6,14,2.0,6,2,2,0,0,0,0,0,0,0,DT,Louisiana State,Louisiana,Sun Belt
Colby Wooden,Colby Wooden,GB,Green Bay,610,10,7,7,14,0.0,0,2,1,0,0,0,0,0,0,0,DE,Auburn,Auburn,SEC
Tyrus Wheat,Tyrus Wheat,DAL,Dallas,610,8,6,8,14,0.5,0,1,0,0,0,0,0,0,0,0,DE,Mississippi State,Mississippi St.,SEC
Denico Autry,Denico Autry,HOU,Houston,627,9,8,5,13,3.0,24,3,3,0,0,0,0,0,0,0,DE,Mississippi State,Mississippi St.,SEC
DeShawn Williams,DeShawn Williams,CAR,Carolina,627,10,6,7,13,0.5,4,0,0,0,0,0,0,0,0,0,DE,Clemson,Clemson,ACC
Sam Eguavoen,Samuel Eguavoen,NYJ,NY Jets,627,15,7,6,13,0.0,0,0,0,0,0,0,0,0,0,0,LB,Texas Tech,Texas Tech,Big 12
Eddie Goldman,Eddie Goldman,ATL,Atlanta,627,15,7,6,13,1.0,9,1,0,0,0,0,0,0,0,0,DT,Florida State,Florida,SEC
Andrew Billings,Andrew Billings,CHI,Chicago,627,8,9,4,13,1.0,10,2,0,0,0,0,0,1,0,0,DT,Baylor,Baylor,Big 12
Carl Lawson,Carl Lawson,DAL,Dallas,627,13,7,6,13,5.0,39,4,0,0,0,0,0,1,0,0,DE,Auburn,Auburn,SEC
Kentavius Street,Kentavius Street,ATL,Atlanta,627,11,7,6,13,1.0,7,4,0,0,0,0,0,0,0,0,DT,North Carolina State,North Carolina,ACC
Jacob Martin,Jacob Martin,CHI,Chicago,627,9,8,5,13,3.0,6,3,0,0,0,0,0,0,0,0,DE,Temple,Temple,The American
D'Angelo Ross,D'Angelo Ross,HOU,Houston,627,8,10,3,13,0.0,0,0,0,0,0,0,0,0,0,0,DB,New Mexico,New Mexico,Mountain West
Ka'dar Hollman,Ka'dar Hollman,BAL/HOU,Houston,627,10,11,2,13,0.0,0,0,2,0,0,0,0,0,0,0,DB,Toledo,Toledo,MAC
Devin White,Devin White,HOU,Houston,627,6,9,4,13,0.0,0,0,0,0,0,0,0,0,0,0,LB,Louisiana State,Louisiana,Sun Belt
Shemar Jean-Charles,Shemar Jean-Charles,NO,New Orleans,627,6,5,8,13,0.0,0,0,2,1,0,0,0,0,0,0,DB,Appalachian State,NC State,ACC
Amen Ogbongbemiga,Amen Ogbongbemiga,CHI,Chicago,627,15,7,6,13,1.0,10,1,0,0,0,0,0,0,0,0,LB,Oklahoma State,Oklahoma,SEC
Victor Dimukeje,Victor Dimukeje,ARI,Arizona,627,10,8,5,13,0.0,0,2,0,0,0,0,0,1,0,0,LB,Duke,Duke,ACC
DeAngelo Malone,DeAngelo Malone,ATL,Atlanta,627,15,8,5,13,2.0,12,3,0,0,0,0,0,0,0,0,LB,Western Kentucky,Kentucky,SEC
Amari Burney,Amari Burney,LV,Las Vegas,627,15,7,6,13,1.0,11,2,0,0,0,0,0,1,0,0,LB,Florida,Florida,SEC
Kaevon Merriweather,Kaevon Merriweather,TB,Tampa Bay,627,12,8,5,13,1.0,0,0,0,0,0,0,0,0,1,0,DB,Iowa,Iowa,Big Ten
Asante Samuel Jr.,Asante Samuel,LAC,LA Chargers,627,4,11,2,13,0.0,0,0,2,0,0,0,0,0,0,0,DB,Florida State,Florida,SEC
Jaylen Harrell,Jaylen Harrell,TEN,Tennessee,627,15,8,5,13,0.0,0,2,0,0,0,0,0,0,0,0,LB,Michigan,Michigan,Big Ten
Tommy Eichenberg,Tommy Eichenberg,LV,Las Vegas,627,12,8,5,13,0.0,0,0,0,0,0,0,0,0,0,0,LB,Ohio State,Ohio State,Big Ten
Marshawn Kneeland,Marshawn Kneeland,DAL,Dallas,627,9,8,5,13,0.0,0,1,1,0,0,0,0,0,1,0,DE,Western Michigan,Michigan,Big Ten
Brandon Joseph,Brandon Bouyer-Randle,DET,Cleveland,627,14,11,2,13,0.0,0,0,1,0,0,0,0,0,0,0,LB,Connecticut,UConn,FBS Independent
William Gholston,William Gholston,TB,Tampa Bay,649,15,6,6,12,1.0,4,1,0,0,0,0,0,0,0,0,DE,Michigan State,Michigan,Big Ten
Kwon Alexander,Kwon Alexander,DEN/DET,Detroit,649,5,4,8,12,0.0,0,0,0,0,0,0,0,1,1,0,LB,Louisiana State,Louisiana,Sun Belt
Yannick Ngakoue,Yannick Ngakoue,BAL/NE,New England,649,10,5,7,12,1.5,4,1,0,0,0,0,0,0,0,0,LB,Maryland,Maryland,Big Ten
Ja'Whaun Bentley,Ja'Whaun Bentley,NE,New England,649,2,7,5,12,0.5,3,0,0,0,0,0,0,0,0,0,LB,Purdue,Purdue,Big Ten
Chris Lammons,Chris Lammons,IND,Indianapolis,649,13,10,2,12,1.0,22,1,0,0,0,0,0,1,2,0,DB,South Carolina,South Carolina,SEC
Sione Takitaki,Sione Takitaki,NE,New England,649,9,4,8,12,0.0,0,0,0,0,0,0,0,0,0,0,LB,Brigham Young,BYU,Big 12
Khalil Davis,Khalil Davis,HOU/SF,San Francisco,649,12,7,5,12,1.0,5,4,0,0,0,0,0,0,0,0,DT,Nebraska,Nebraska,Big Ten
Zayne Anderson,Zayne Anderson,GB,Green Bay,649,14,10,2,12,0.0,0,0,0,0,0,0,0,0,0,0,DB,Brigham Young,BYU,Big 12
Kristian Welch,Kristian Welch,BAL/DEN,Baltimore,649,13,6,6,12,0.0,0,0,0,0,0,0,0,0,0,0,LB,Iowa,Iowa,Big Ten
Richie Grant,Richie Grant,ATL,Atlanta,649,15,11,1,12,0.0,0,1,1,0,0,0,0,0,0,0,DB,Central Florida,Florida,SEC
C.J. Brewer,C.J. Brewer,TB,Tampa Bay,649,11,7,5,12,2.0,11,3,2,0,0,0,0,0,0,0,DT,Coastal Carolina,Coastal Carolina,Sun Belt
Segun Olubi,Segun Olubi,IND,Indianapolis,649,15,6,6,12,0.0,0,0,0,0,0,0,0,1,1,0,LB,San Diego State,San Diego St.,Mountain West
Ta'Quon Graham,Ta'Quon Graham,ATL,Atlanta,649,10,6,6,12,0.0,0,0,0,0,0,0,0,0,0,0,DT,Texas,Texas,SEC
Juanyeh Thomas,Juanyeh Thomas,DAL,Dallas,649,11,9,3,12,0.0,0,0,1,0,0,0,0,1,0,0,DB,Georgia Tech,Georgia Tech,ACC
Thomas Booker IV,Thomas Booker,PHI,Philadelphia,649,15,6,6,12,0.5,2,2,1,0,0,0,0,0,0,0,DT,Stanford,Stanford,ACC
Moro Ojomo,Moro Ojomo,PHI,Philadelphia,649,15,5,7,12,0.0,0,0,0,0,0,0,0,0,0,0,DT,Texas,Texas,SEC
Maema Njongmeta,Maema Njongmeta,CIN,Cincinnati,649,15,7,5,12,0.0,0,0,0,0,0,0,0,0,2,0,LB,Wisconsin,Wisconsin,Big Ten
Eric Watts,Eric Watts,NYJ,NY Jets,649,12,7,5,12,0.0,0,0,0,0,0,0,0,0,0,0,DE,Connecticut,UConn,FBS Independent
Miles Killebrew,Miles Killebrew,PIT,Pittsburgh,667,15,6,5,11,0.0,0,0,0,0,0,0,0,0,0,0,DB,Southern Utah,Utah,Big 12
Quinton Jefferson,Quinton Jefferson,BUF/CLE,Buffalo,667,10,3,8,11,2.0,18,2,0,0,0,0,0,0,0,0,DT,Maryland,Maryland,Big Ten
Tyus Bowser,Tyus Bowser,SEA/MIA,Miami,667,9,6,5,11,0.0,0,0,0,0,0,0,0,0,0,0,LB,Houston,Houston,Big 12
Duke Riley,Duke Riley,MIA,Miami,667,15,5,6,11,0.0,0,0,0,0,0,0,0,0,0,0,LB,Louisiana State,Louisiana,Sun Belt
Jalen Reeves-Maybin,Jalen Reeves-Maybin,DET,Detroit,667,8,7,4,11,0.0,0,0,0,0,0,0,0,1,0,0,LB,Tennessee,Tennessee,SEC
Matt Milano,Matt Milano,BUF,Buffalo,667,3,5,6,11,0.0,0,1,0,0,0,0,0,0,1,0,LB,Boston College,Boston College,ACC
Montravius Adams,Montravius Adams,PIT,Pittsburgh,667,9,8,3,11,1.0,9,2,0,0,0,0,0,0,0,0,DT,Auburn,Auburn,SEC
Greg Gaines,Greg Gaines,TB,Tampa Bay,667,13,4,7,11,1.0,5,2,0,0,0,0,0,0,0,0,DT,Washington,Washington,Big Ten
Jeremy McNichols,Jeremy McNichols,WSH,Washington,667,15,6,5,11,0.0,0,0,0,0,0,0,0,0,0,0,RB,Boise State,Boise St.,Mountain West
Kevin Givens,Kevin Givens,SF,San Francisco,667,8,6,5,11,3.5,8,2,0,0,0,0,0,0,0,0,DT,Penn State,Penn St.,Big Ten
Tomon Fox,Tomon Fox,NYG,NY Giants,667,9,4,7,11,1.0,8,1,0,0,0,0,0,0,0,0,LB,North Carolina,North Carolina,ACC
Eric Johnson II,Eric Johnson,NE,New England,667,9,2,9,11,0.0,0,0,0,0,0,0,0,0,0,0,DT,Missouri State,Missouri,SEC
Eyioma Uwazurike,Eyioma Uwazurike,DEN,Denver,667,4,3,8,11,0.5,2,0,0,0,0,0,0,0,0,0,DT,Iowa State,Iowa,Big Ten
