PLR_NAME,Player,Team ABR,Team,RK,GP,SOLO,AST,TOT,SACK,YDS,TFL,PD,INT,YDS.1,LNG,TD,FF,FR,FTD,Position,College
Dean Lowry,Dean Lowry,PIT,Pittsburgh,832,12,1,4,5,1.0,0,0,1,0,0,0,0,0,0,0,DT,Northwestern
Eli Ankou,,BUF,,832,2,1,4,5,0.0,0,0,0,0,0,0,0,0,0,0,,
Tony Brown II,Tony Brown,CLE,Cleveland,832,6,2,3,5,0.0,0,0,0,0,0,0,0,1,0,0,DB,Alabama
Marquis Haynes Sr.,Marquis Hayes,CAR,Green Bay,832,2,4,1,5,0.0,0,0,0,0,0,0,0,0,0,0,OG,Oklahoma
Mitchell Fraboni,MItchell Fraboni,DEN,Denver,832,15,3,2,5,0.0,0,0,0,0,0,0,0,0,0,0,LS,Arizona State
Arthur Maulet,Arthur Maulet,BAL,Baltimore,832,3,4,1,5,0.0,0,0,0,0,0,0,0,0,0,0,DB,Memphis
Kris Boyd,Kris Boyd,HOU,Houston,832,15,2,3,5,0.0,0,0,0,0,0,0,0,0,1,0,DB,Texas
Adam Prentice,Adam Prentice,NO,New Orleans,832,14,4,1,5,0.0,0,0,0,0,0,0,0,0,0,0,RB,South Carolina
Charlie Woerner,Charlie Woerner,ATL,Atlanta,832,14,3,2,5,0.0,0,0,0,0,0,0,0,0,0,0,TE,Georgia
Janarius Robinson,Janarius Robinson,LV,Las Vegas,832,10,2,3,5,0.5,5,0,1,0,0,0,0,0,0,0,DE,Florida State
Ben Skowronek,Ben Skowronek,PIT,Pittsburgh,832,9,2,3,5,0.0,0,0,0,0,0,0,0,0,2,0,WR,Notre Dame
Shaq Quarterman,Shaquille Quarterman,LAC/CAR,LA Chargers,832,9,5,0,5,0.0,0,0,0,0,0,0,0,0,0,0,LB,Miami
Kylen Granson,Kylen Granson,IND,Indianapolis,832,15,5,0,5,0.0,0,0,0,0,0,0,0,0,0,0,TE,Southern Methodist
Avery Williams,Avery Williams,ATL,Atlanta,832,15,2,3,5,0.0,0,0,0,0,0,0,0,0,0,0,RB,Boise State
David Moore,David Moore,CAR,Carolina,832,15,4,1,5,0.0,0,0,0,0,0,0,0,0,0,0,WR,East Central (OK)
DeeJay Dallas,DeeJay Dallas,ARI,Arizona,832,15,3,2,5,0.0,0,0,0,0,0,0,0,0,0,0,RB,Miami
Joey Blount,Joey Blount,ARI,Arizona,832,15,3,2,5,0.0,0,0,0,0,0,0,0,0,0,0,DB,Virginia
Laviska Shenault Jr.,Laviska Shenault,LAC/SEA,LA Chargers,832,12,5,0,5,0.0,0,0,0,0,0,0,0,0,0,0,WR,Colorado
Jack Cochrane,Jack Cochrane,KC,Kansas City,832,15,3,2,5,0.0,0,0,0,0,0,0,0,0,0,0,LB,South Dakota
Christian Braswell,Christian Braswell,JAX,Jacksonville,832,3,1,4,5,0.0,0,0,0,0,0,0,0,0,0,0,DB,Rutgers
Alec Pierce,Alec Pierce,IND,Indianapolis,832,14,5,0,5,0.0,0,0,0,0,0,0,0,0,0,0,WR,Cincinnati
Josh Whyle,Josh Whyle,TEN,Tennessee,832,15,3,2,5,0.0,0,0,0,0,0,0,0,0,0,0,TE,Cincinnati
Sydney Brown,Sydney Brown,PHI,Philadelphia,832,9,5,0,5,0.0,0,0,1,0,0,0,0,1,0,0,DB,Illinois
Jake Bobo,Jake Bobo,SEA,Seattle,832,15,2,3,5,0.0,0,0,0,0,0,0,0,0,0,0,WR,UCLA
Eku Leota,Eku Leota,PIT/CAR,Pittsburgh,832,3,5,0,5,1.0,1,3,0,0,0,0,0,0,0,0,LB,Auburn
Jarrick Bernard-Converse,Jarrick Bernard,NYJ,NY Jets,832,7,2,3,5,0.0,0,0,0,0,0,0,0,0,0,0,DB,Louisiana State
Bryce Ford-Wheaton,Bryce Ford-Wheaton,NYG,NY Giants,832,12,4,1,5,0.0,0,0,0,0,0,0,0,0,0,0,WR,West Virginia
Bryce Oliver,Bryce Oliver,TEN,Tennessee,832,8,4,1,5,0.0,0,0,0,0,0,0,0,0,0,0,WR,Youngstown State
Ja'Marr Chase,Ja'Marr Chase,CIN,Cincinnati,832,15,5,0,5,0.0,0,0,0,0,0,0,0,0,0,0,WR,Louisiana State
Jaden Crumedy,Jaden Crumedy,CAR,Carolina,832,3,2,3,5,0.0,0,0,0,0,0,0,0,0,0,0,DT,Mississippi State
Cam Jones,Cam Jones,KC,Kansas City,832,15,3,2,5,0.0,0,0,0,0,0,0,0,0,0,0,LB,Indiana
Nate Adkins,Nate Adkins,DEN,Denver,832,15,2,3,5,0.0,0,0,0,0,0,0,0,0,0,0,TE,South Carolina
Xavier Smith,Xavier Smith,LAR,LA Rams,832,13,3,2,5,0.0,0,0,0,0,0,0,0,0,0,0,WR,Florida A&M
Alex Austin,Alex Austin,NE,New England,832,7,5,0,5,0.0,0,0,3,0,0,0,0,0,0,0,DB,Oregon State
Levelle Bailey,Levelle Bailey,DEN,Denver,832,10,1,4,5,0.0,0,0,0,0,0,0,0,0,0,0,LB,Fresno State
Javon Solomon,Javon Solomon,BUF,Buffalo,832,12,5,0,5,2.0,28,2,0,0,0,0,0,1,0,0,DE,Troy State
Jay Ward,Jay Ward,MIN,Minnesota,832,14,4,1,5,0.0,0,0,1,0,0,0,0,0,0,0,DB,Louisiana State
Jalen Graham,Jalen Graham,SF,San Francisco,832,6,3,2,5,0.0,0,1,0,0,0,0,0,0,0,0,LB,Purdue
Mike Morris,Mike Morris,SEA,Seattle,832,13,3,2,5,0.0,0,0,0,0,0,0,0,0,0,0,DE,Michigan
Josh Wallace,Josh Wallace,LAR,LA Rams,832,15,4,1,5,0.0,0,0,2,0,0,0,0,0,0,0,DB,Michigan
Natrone Brooks,Natrone Brooks,ATL,Atlanta,832,7,4,1,5,0.0,0,0,1,0,0,0,0,0,0,0,DB,Southern Mississippi
Jalen Brooks,Jalen Brooks,DAL,Dallas,832,12,4,1,5,0.0,0,0,0,0,0,0,0,0,0,0,WR,South Carolina
Isaiah Davis,Isaiah Davis,NYJ,NY Jets,832,15,5,0,5,0.0,0,0,0,0,0,0,0,0,0,0,RB,South Dakota State
Jerry Hughes,Jerry Hughes,HOU,Houston,877,6,2,2,4,0.0,0,0,0,0,0,0,0,0,0,0,DE,Texas Christian
Kareem Jackson,Kareem Jackson,BUF,Buffalo,877,2,2,2,4,0.0,0,0,0,0,0,0,0,0,0,0,DB,Alabama
Carl Davis Jr.,Carl Davis,WSH,Washington,877,3,1,3,4,0.0,0,0,0,0,0,0,0,0,0,0,DE,Iowa
Bobby McCain,Bobby McCain,MIN,Minnesota,877,3,2,2,4,0.0,0,0,0,0,0,0,0,0,0,0,DB,Memphis
Joe Cardona,Joe Cardona,NE,New England,877,14,3,1,4,0.0,0,0,0,0,0,0,0,1,0,0,LS,Navy
Ameer Abdullah,Ameer Abdullah,LV,Las Vegas,877,15,2,2,4,0.0,0,0,0,0,0,0,0,0,0,0,RB,Nebraska
Tyler Matakevich,Tyler Matakevich,PIT,Pittsburgh,877,9,4,0,4,0.0,0,0,0,0,0,0,0,0,0,0,LB,Temple
Chris Wormley,Chris Wormley,BAL,Baltimore,877,2,1,3,4,0.0,0,0,0,0,0,0,0,0,0,0,DE,Michigan
Scott Daly,Scott Daly,CHI,Chicago,877,15,2,2,4,0.0,0,0,0,0,0,0,0,0,0,0,LS,Notre Dame
Tre Flowers,Tre Flowers,IND/JAX,Indianapolis,877,5,3,1,4,0.0,0,0,0,0,0,0,0,0,0,0,DB,Oklahoma State
Tanner Hudson,Tanner Hudson,CIN,Cincinnati,877,10,4,0,4,0.0,0,0,0,0,0,0,0,0,0,0,TE,Southern Arkansas
Justin Jones,Justin Jones,ARI,Arizona,877,3,3,1,4,0.0,0,1,0,0,0,0,0,0,1,0,DT,North Carolina State
David Njoku,David Njoku,CLE,Cleveland,877,11,4,0,4,0.0,0,0,0,0,0,0,0,0,0,0,TE,Miami
Matthew Adams,Matthew Adams,NYG,NY Giants,877,11,3,1,4,0.0,0,0,0,0,0,0,0,0,0,0,LB,Houston
Tremon Smith,Tremon Smith,DEN,Denver,877,15,3,1,4,0.0,0,0,0,0,0,0,0,0,0,0,DB,Central Arkansas
Efe Obada,Efe Obada,WSH,Washington,877,6,2,2,4,0.0,0,0,0,0,0,0,0,0,0,0,DE,--
Josiah Deguara,Josiah Deguara,JAX,Jacksonville,877,13,2,2,4,0.0,0,0,0,0,0,0,0,0,0,0,TE,Cincinnati
Ty Johnson,Ty Johnson,BUF,Buffalo,877,15,4,0,4,0.0,0,0,0,0,0,0,0,0,0,0,RB,Maryland
Jacob Bobenmoyer,Jacob Bobenmoyer,LV,Las Vegas,877,15,3,1,4,0.0,0,0,0,0,0,0,0,0,0,0,LS,Northern Colorado
Nick Westbrook-Ikhine,Nick Westbrook,TEN,Tennessee,877,15,4,0,4,0.0,0,0,0,0,0,0,0,0,0,0,WR,Indiana
Charles Omenihu,Charles Omenihu,KC,Kansas City,877,4,2,2,4,1.0,10,0,0,0,0,0,0,1,0,0,DE,Texas
Ben Stille,Ben Stille,ARI/TB,Arizona,877,6,1,3,4,1.0,4,1,1,0,0,0,0,0,1,0,DT,Nebraska
Boogie Basham,Ty Chandler,NYG,Minnesota Vikings,877,2,1,3,4,0.0,0,1,1,0,0,0,0,0,0,0,RB,North Carolina
Khalid Kareem,Khalid Kareem,ATL,Atlanta,877,2,2,2,4,0.0,0,0,0,0,0,0,0,0,0,0,DE,Notre Dame
Collin Johnson,Collin Johnson,CHI,Chicago,877,7,2,2,4,0.0,0,0,0,0,0,0,0,0,0,0,WR,Texas
Luke Farrell,Luke Farrell,JAX,Jacksonville,877,15,4,0,4,0.0,0,0,0,0,0,0,0,0,0,0,TE,Ohio State
Kenny Yeboah,Kenny Yeboah,NYJ,NY Jets,877,7,1,3,4,0.0,0,0,0,0,0,0,0,0,0,0,TE,Mississippi
Ifeatu Melifonwu,Ifeatu Melifonwu,DET,Detroit,877,1,2,2,4,1.0,2,1,0,0,0,0,0,0,0,0,DB,Syracuse
Esezi Otomewo,Esezi Otomewo,JAX,Jacksonville,877,4,0,4,4,0.5,2,0,0,0,0,0,0,0,0,0,DT,Minnesota
Charlie Kolar,Charlie Kolar,BAL,Baltimore,877,12,2,2,4,0.0,0,0,0,0,0,0,0,0,0,0,TE,Iowa State
Ty Chandler,Ty Chandler,MIN,Minnesota,877,15,3,1,4,0.0,0,0,0,0,0,0,0,0,0,0,RB,North Carolina
Cade Otton,Cade Otton,TB,Tampa Bay,877,14,4,0,4,0.0,0,0,0,0,0,0,0,0,0,0,TE,Washington
Patrick Johnson,Patrick Johnson,NYG/PHI,NY Giants,877,13,1,3,4,0.0,0,0,0,0,0,0,0,0,0,0,LB,Tulane
Mark Robinson,Mark Robinson,PIT,Pittsburgh,877,15,4,0,4,0.0,0,0,0,0,0,0,0,1,0,0,LB,Mississippi
Amari Gainer,Amari Gainer,LV,Las Vegas,877,15,2,2,4,0.0,0,0,0,0,0,0,0,0,0,0,LB,North Carolina
Chig Okonkwo,Chigoziem Okonkwo,TEN,Tennessee,877,15,3,1,4,0.0,0,0,0,0,0,0,0,0,0,0,TE,Maryland
Colson Yankoff,Colson Yankoff,WSH,Washington,877,6,2,2,4,0.0,0,0,0,0,0,0,0,0,0,0,TE,UCLA
Cameron Thomas,Cameron Thomas,KC/CLE,Cleveland,877,7,1,3,4,0.0,0,1,0,0,0,0,0,0,0,0,DE,San Diego State
Daniel Bellinger,Daniel Bellinger,NYG,NY Giants,877,15,2,2,4,0.0,0,0,0,0,0,0,0,0,0,0,TE,San Diego State
Julian Hill,Julian Hill,MIA,Miami,877,14,1,3,4,0.0,0,0,0,0,0,0,0,0,0,0,TE,Campbell
Kenneth Gainwell,Kenny Gainwell,PHI,Philadelphia,877,15,4,0,4,0.0,0,0,0,0,0,0,0,0,0,0,RB,Memphis
Hassan Haskins,Hassan Haskins,LAC,LA Chargers,877,15,1,3,4,0.0,0,0,0,0,0,0,0,0,0,0,RB,Michigan
Luke Schoonmaker,Luke Schoonmaker,DAL,Dallas,877,15,2,2,4,0.0,0,0,0,0,0,0,0,0,0,0,TE,Michigan
Amon-Ra St. Brown,Amon-Ra St. Brown,DET,Detroit,877,15,4,0,4,0.0,0,0,0,0,0,0,0,0,0,0,WR,Southern California
Channing Tindall,Channing Tindall,MIA,Miami,877,9,3,1,4,0.0,0,0,0,0,0,0,0,0,0,0,LB,Georgia
DeMarvin Leal,DeMarvin Leal,PIT,Pittsburgh,877,5,2,2,4,0.0,0,0,0,0,0,0,0,0,0,0,DE,Texas A&M
Adisa Isaac,Adisa Isaac,BAL,Baltimore,877,4,2,2,4,0.0,0,1,1,0,0,0,0,0,0,0,LB,Penn State
Drake London,Drake London,ATL,Atlanta,877,15,4,0,4,0.0,0,0,0,0,0,0,0,0,0,0,WR,Southern California
Curtis Jacobs,Curtis Jacobs,NE,New England,877,9,2,2,4,0.0,0,0,0,0,0,0,0,0,0,0,LB,Penn State
Tyler Goodson,Tyler Goodson,IND,Indianapolis,877,14,2,2,4,0.0,0,0,0,0,0,0,0,0,0,0,RB,Iowa
Cedric Johnson,Cedric Johnson,CIN,Cincinnati,877,7,2,2,4,0.0,0,0,0,0,0,0,0,0,0,0,DE,Mississippi
Noah Sewell,Noah Sewell,CHI,Chicago,877,9,3,1,4,0.0,0,0,0,0,0,0,0,1,0,0,LB,Oregon
Sean Tucker,Sean Tucker,TB,Tampa Bay,877,15,3,1,4,0.0,0,0,0,0,0,0,0,0,0,0,RB,Syracuse
Jaxon Smith-Njigba,Jaxon Smith-Njigba,SEA,Seattle,877,15,4,0,4,0.0,0,0,0,0,0,0,0,0,0,0,WR,Ohio State
Jaylan Ford,Jaylan Ford,NO,New Orleans,877,6,2,2,4,0.0,0,0,0,0,0,0,0,0,0,0,LB,Texas
Jermaine Johnson,Jermaine Johnson,NYJ,NY Jets,877,2,4,0,4,0.0,0,1,0,0,0,0,0,0,0,0,LB,Florida State
Jordan Whittington,Jordan Whittington,LAR,LA Rams,877,13,4,0,4,0.0,0,0,0,0,0,0,0,0,1,0,WR,Texas
Drew Ogletree,Andrew Ogletree,IND,Indianapolis,877,15,0,4,4,0.0,0,0,0,0,0,0,0,0,0,0,TE,Youngstown State
Morgan Cox,Morgan Cox,TEN,Tennessee,935,15,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,LS,Tennessee
Tashaun Gipson Sr.,Tashaun Gipson,SF,San Francisco,935,7,2,1,3,0.0,0,0,1,0,0,0,0,0,0,0,DB,Wyoming
Riley Dixon,Riley Dixon,DEN,Denver,935,15,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,P,Syracuse
T.Y. McGill,T.Y. McGill,SF/CLE,Cleveland,935,2,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0,DT,North Carolina State
Pharaoh Brown,Pharaoh Brown,SEA,Seattle,935,13,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0,TE,Oregon
Eric Saubert,Eric Saubert,SF,San Francisco,935,15,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,TE,Drake
Josh Tupou,Josh Tupou,BAL,Baltimore,935,3,3,0,3,1.0,1,1,0,0,0,0,0,0,0,0,DT,Colorado
Desmond King II,Desmond King,BAL/HOU,Baltimore,935,3,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,DB,Iowa
George Kittle,George Kittle,SF,San Francisco,935,13,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0,TE,Iowa
James Conner,James Conner,ARI,Arizona,935,15,2,1,3,0.0,0,0,0,0,0,0,0,1,0,0,RB,Pittsburgh
Bruce Hector,Bruce Hector,NYJ,NY Jets,935,4,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0,DT,South Florida
Zach Cunningham,Zach Cunningham,DEN,Denver,935,5,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0,LB,Vanderbilt
Trent Sieg,Trent Sieg,DAL,Dallas,935,15,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,LS,Colorado State
Samaje Perine,Samaje Perine,KC,Kansas City,935,15,1,2,3,0.0,0,0,0,0,0,0,0,0,1,0,RB,Oklahoma
Ryan Neal,Ryan Neal,TB,Tampa Bay,935,1,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,DB,Southern Illinois
Jalen Davis,Jalen Davis,CIN,Cincinnati,935,2,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,DB,Utah State
Nick Chubb,Nick Chubb,CLE,Cleveland,935,8,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0,RB,Georgia
Micah Abernathy,Micah Abernathy,ATL,Atlanta,935,6,0,3,3,0.0,0,0,0,0,0,0,0,0,0,0,DB,Tennessee
Jakobi Meyers,Jakobi Meyers,LV,Las Vegas,935,13,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,WR,North Carolina State
Joe Giles-Harris,Joe Giles-Harris,NE,Cincinnati,935,3,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,LB,Duke
Alex Bachman,Alex Bachman,LV,Las Vegas,935,6,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0,WR,Wake Forest
Josh Oliver,Josh Oliver,MIN,Minnesota,935,13,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0,TE,San Jose State
C.J. Ham,C.J. Ham,MIN,Minnesota,935,15,1,2,3,0.0,0,0,0,0,0,0,0,0,1,0,RB,Augustana (SD)
Rashid Shaheed,Rashid Shaheed,NO,New Orleans,935,6,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0,WR,Weber State
Jonah Williams,Jonah Williams,LAR/MIN/DET,Arizona,935,9,1,2,3,0.0,0,1,0,0,0,0,0,0,0,0,OT,Alabama
Jonah Williams,Jonah Williams,LAR/MIN/DET,Detroit,935,9,1,2,3,0.0,0,1,0,0,0,0,0,0,0,0,DE,Weber State
Dicaprio Bootle,Dicaprio Bootle,LAC,LA Chargers,935,7,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,DB,Nebraska
Derrick Brown,Derrick Brown,CAR,Carolina,935,1,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0,DE,Auburn
Leki Fotu,Leki Fotu,NYJ,NY Jets,935,2,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0,DT,Utah
Joe Bachie,Joe Bachie,CIN,Cincinnati,935,12,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0,LB,Michigan State
Patrick Taylor Jr.,Patrick Taylor,SF,San Francisco,935,11,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0,RB,Memphis
Reggie Gilliam,Reggie Gilliam,BUF,Buffalo,935,13,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0,RB,Toledo
Tanner Conner,Tanner Conner,MIA,Miami,935,8,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0,TE,Idaho State
Nicholas Morrow,,BUF,,935,11,0,3,3,0.0,0,0,0,0,0,0,0,0,0,0,,
Hunter Long,Hunter Long,LAR,LA Rams,935,15,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,TE,Boston College
CeeDee Lamb,CeeDee Lamb,DAL,Dallas,935,15,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0,WR,Oklahoma
Isaiah Thomas,Isaiah Thomas,DET,Cincinnati,935,2,0,3,3,0.0,0,0,0,0,0,0,0,0,1,0,DE,Oklahoma
Ronnie Rivers,Ronnie Rivers,LAR,LA Rams,935,15,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0,RB,Fresno State
Quintin Morris,Quintin Morris,BUF,Buffalo,935,14,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0,TE,Bowling Green
Ty Okada,Ty Okada,SEA,Seattle,935,4,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0,DB,Montana State
Christian Watson,Christian Watson,GB,Green Bay,935,13,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0,WR,North Dakota State
Isaac Ukwu,Isaac Ukwu,DET,Detroit,935,2,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,DE,Mississippi
Pierre Strong Jr.,Pierre Strong,CLE,Cleveland,935,13,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0,RB,South Dakota State
Stone Smartt,Stone Smartt,LAC,LA Chargers,935,13,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,TE,Old Dominion
Raheem Layne,Raheem Layne,NYG,NY Giants,935,2,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0,DB,Indiana
Tre Avery,Tre Avery,TEN,Tennessee,935,9,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0,DB,Rutgers
Raheem Blackshear,Raheem Blackshear,CAR,Carolina,935,14,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,RB,Virginia Tech
KJ Henry,K.J. Henry,CIN/DAL,Philadelphia,935,4,1,2,3,1.0,9,1,0,0,0,0,0,0,0,0,DE,Clemson
Nick Hampton,Nick Hampton,LAR,LA Rams,935,14,2,1,3,0.0,0,0,1,0,0,0,0,0,0,0,LB,Appalachian State
Kana'i Mauga,Kana'i Mauga,LV,Las Vegas,935,11,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,LB,Southern California
Brevyn Spann-Ford,Brevyn Spann-Ford,DAL,Dallas,935,15,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,TE,Minnesota
Taki Taimani,Taki Taimani,MIN,Minnesota,935,7,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0,DT,Oregon
Isaiah Stalbird,Isaiah Stalbird,NO,New Orleans,935,3,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0,LB,South Dakota State
Ochaun Mathis,Ochaun Mathis,NE/PHI,Philadelphia,935,6,2,1,3,0.0,0,0,0,0,0,0,0,1,0,0,LB,Nebraska
DJ Ivey,DJ Ivey,CIN,Cincinnati,935,9,3,0,3,0.0,0,0,1,0,0,0,0,0,0,0,DB,Miami
Tank Dell,Nathaniel Dell,HOU,Houston,935,14,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0,WR,Houston
Dylan Laube,Dylan Laube,LV,Las Vegas,935,8,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0,RB,New Hampshire
DJ Coleman,D.J. Coleman,JAX,Jacksonville,935,1,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0,DE,Missouri
Ben VanSumeren,Ben VanSumeren,PHI,Philadelphia,935,11,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0,LB,Michigan State
Elijah Moore,Elijah Moore,CLE,Cleveland,935,15,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0,WR,Mississippi
Khristian Boyd,Khristian Boyd,NO,New Orleans,935,6,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,DT,Northern Iowa
Zach Charbonnet,Zach Charbonnet,SEA,Seattle,935,15,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,RB,UCLA
Brandon Dorlus,Brandon Dorlus,ATL,Atlanta,935,2,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0,DT,Oregon
Jamal Hill,Jamal Hill,HOU,Houston,935,7,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0,LB,Oregon
De'Antre Prince,Deantre Prince,JAX,Jacksonville,935,9,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,DB,Mississippi
Tre Tucker,Tre Tucker,LV,Las Vegas,935,15,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,WR,Cincinnati
Jammie Robinson,Jammie Robinson,CAR,Arizona,935,6,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,DB,Florida State
Brock Bowers,Brock Bowers,LV,Las Vegas,935,15,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0,TE,Georgia
Kenneth Walker III,Kenneth Walker,SEA,Seattle,935,11,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0,RB,Michigan State
Jaylen Mahoney,Jaylen Mahoney,SF,San Francisco,935,3,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0,DB,Vanderbilt
Jerrick Reed II,Jerrick Reed,SEA,Seattle,935,5,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,DB,New Mexico
Hogan Hatten,Hogan Hatten,DET,Detroit,935,15,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0,LS,Idaho
Brandon Codrington,Brandon Codrington,BUF,Buffalo,935,15,3,0,3,0.0,0,0,1,0,0,0,0,0,0,0,DB,North Carolina Central
Darrell Luter Jr.,Darrell Luter,SF,San Francisco,935,3,1,2,3,0.0,0,0,0,0,0,0,0,1,0,0,DB,South Alabama
Xavier Hutchinson,Xavier Hutchinson,HOU,Houston,935,14,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0,WR,Iowa State
Myles Harden,Myles Harden,CLE,Cleveland,935,2,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,DB,South Dakota
Isaiah Bolden,Isaiah Bolden,NE,New England,935,12,2,1,3,0.0,0,0,0,0,0,0,0,0,1,0,DB,Jackson State
Caleb Murphy,Caleb Murphy,LAC/TEN,LA Chargers,935,5,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,LB,Ferris State
Dee Williams,Dee Williams,SEA/NYG,NY Giants,935,13,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,DB,Tennessee
Ryan Flournoy,Ryan Flournoy,DAL,Dallas,935,9,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0,WR,Southeast Missouri State
Lawrence Guy,,CIN,,1014,4,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0,,
Andrew DePaola,Andrew DePaola,MIN,Minnesota,1014,11,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0,LS,Rutgers
Zach Ertz,Zach Ertz,WSH,Washington,1014,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,TE,Stanford
Davante Adams,Davante Adams,LV/NYJ,NY Jets,1014,12,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,WR,Fresno State
Luke Rhodes,Luke Rhodes,IND,Indianapolis,1014,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,LS,William & Mary
Zach Wood,Zach Wood,NO,New Orleans,1014,14,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,LS,Southern Methodist
Joe Thuney,Joe Thuney,KC,Kansas City,1014,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,OG,North Carolina State
Chris Conley,Chris Conley,SF,San Francisco,1014,13,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,WR,Georgia
Justin Hardee Sr.,Justin Hardee,TEN,Tennessee,1014,7,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,DB,Illinois
Thomas Hennessy,Thomas Hennessy,NYJ,NY Jets,1014,15,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,LS,Duke
Mack Hollins,Mack Hollins,BUF,Buffalo,1014,15,1,1,2,0.0,0,0,0,0,0,0,0,0,1,0,WR,North Carolina
Eli Apple,Eli Apple,LAC,LA Chargers,1014,4,2,0,2,0.0,0,0,1,0,0,0,0,0,0,0,DB,Ohio State
Aaron Jones,Aaron Jones,MIN,Minnesota,1014,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,RB,Texas-El Paso
Demarcus Robinson,Demarcus Robinson,LAR,LA Rams,1014,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,WR,Florida
Kendal Vickers,Courtland Sutton,NO,Denver Broncos,1014,1,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,WR,SMU
Mike Williams,Mike Williams,PIT/NYJ,Pittsburgh,1014,16,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,WR,Clemson
Durham Smythe,Durham Smythe,MIA,Miami,1014,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,TE,Notre Dame
